mixture,system,x_NaCl,pair,r_A,g_r
LiCl-NaCl,li1280,0.6,Na-Cl,0.16999999999999998,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,0.19,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,0.21000000000000002,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,0.22999999999999998,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,0.25,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,0.27,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,0.29000000000000004,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,0.31,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,0.33,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,0.35,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,0.37,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,0.39,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,0.41000000000000003,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,0.43,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,0.45,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,0.47,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,0.49,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,0.51,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,0.53,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,0.55,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,0.5700000000000001,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,0.59,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,0.61,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,0.63,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,0.65,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,0.67,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,0.6900000000000001,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,0.71,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,0.73,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,0.75,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,0.77,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,0.79,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,0.81,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,0.8300000000000001,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,0.85,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,0.87,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,0.89,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,0.91,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,0.93,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,0.95,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,0.97,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,0.99,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,1.01,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,1.03,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,1.05,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,1.07,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,1.09,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,1.11,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,1.1300000000000001,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,1.15,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,1.17,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,1.19,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,1.21,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,1.23,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,1.25,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,1.27,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,1.29,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,1.31,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,1.33,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,1.35,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,1.37,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,1.3900000000000001,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,1.4100000000000001,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,1.43,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,1.45,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,1.47,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,1.49,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,1.51,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,1.53,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,1.55,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,1.57,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,1.59,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,1.61,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,1.6300000000000001,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,1.6500000000000001,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,1.67,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,1.69,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,1.71,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,1.73,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,1.75,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,1.77,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,1.79,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,1.81,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,1.83,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,1.85,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,1.87,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,1.8900000000000001,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,1.9100000000000001,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,1.93,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,1.95,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,1.97,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,1.99,0.0
LiCl-NaCl,li1280,0.6,Na-Cl,2.01,5.891408896625588e-05
LiCl-NaCl,li1280,0.6,Na-Cl,2.0300000000000002,5.775894812717269e-05
LiCl-NaCl,li1280,0.6,Na-Cl,2.05,0.0001132749014731772
LiCl-NaCl,li1280,0.6,Na-Cl,2.0700000000000003,0.0006110313317183232
LiCl-NaCl,li1280,0.6,Na-Cl,2.09,0.001961649801642041
LiCl-NaCl,li1280,0.6,Na-Cl,2.1100000000000003,0.003421579821660265
LiCl-NaCl,li1280,0.6,Na-Cl,2.13,0.009548251605416514
LiCl-NaCl,li1280,0.6,Na-Cl,2.1500000000000004,0.016786200755253593
LiCl-NaCl,li1280,0.6,Na-Cl,2.17,0.029721426399261463
LiCl-NaCl,li1280,0.6,Na-Cl,2.1900000000000004,0.048039554748380335
LiCl-NaCl,li1280,0.6,Na-Cl,2.21,0.07909442492017922
LiCl-NaCl,li1280,0.6,Na-Cl,2.2300000000000004,0.12812993277595988
LiCl-NaCl,li1280,0.6,Na-Cl,2.25,0.1817643962326469
LiCl-NaCl,li1280,0.6,Na-Cl,2.2700000000000005,0.2653691134398203
LiCl-NaCl,li1280,0.6,Na-Cl,2.29,0.3557058320698755
LiCl-NaCl,li1280,0.6,Na-Cl,2.31,0.48628891427188414
LiCl-NaCl,li1280,0.6,Na-Cl,2.33,0.6362059079873765
LiCl-NaCl,li1280,0.6,Na-Cl,2.3499999999999996,0.8007966137632972
LiCl-NaCl,li1280,0.6,Na-Cl,2.37,0.9845540884495805
LiCl-NaCl,li1280,0.6,Na-Cl,2.3899999999999997,1.2012851436651648
LiCl-NaCl,li1280,0.6,Na-Cl,2.41,1.4012905525391148
LiCl-NaCl,li1280,0.6,Na-Cl,2.4299999999999997,1.6138837200856297
LiCl-NaCl,li1280,0.6,Na-Cl,2.45,1.8321450728459714
LiCl-NaCl,li1280,0.6,Na-Cl,2.4699999999999998,2.0629732917113084
LiCl-NaCl,li1280,0.6,Na-Cl,2.49,2.2711300338871743
LiCl-NaCl,li1280,0.6,Na-Cl,2.51,2.447028460743214
LiCl-NaCl,li1280,0.6,Na-Cl,2.5300000000000002,2.623089882240929
LiCl-NaCl,li1280,0.6,Na-Cl,2.55,2.7567441273172824
LiCl-NaCl,li1280,0.6,Na-Cl,2.5700000000000003,2.884206658349601
LiCl-NaCl,li1280,0.6,Na-Cl,2.59,2.9901741249556855
LiCl-NaCl,li1280,0.6,Na-Cl,2.6100000000000003,3.0939649213954756
LiCl-NaCl,li1280,0.6,Na-Cl,2.63,3.1423380897208677
LiCl-NaCl,li1280,0.6,Na-Cl,2.6500000000000004,3.1728721954824133
LiCl-NaCl,li1280,0.6,Na-Cl,2.67,3.1749310090769796
LiCl-NaCl,li1280,0.6,Na-Cl,2.6900000000000004,3.177367481715974
LiCl-NaCl,li1280,0.6,Na-Cl,2.71,3.1598110206604377
LiCl-NaCl,li1280,0.6,Na-Cl,2.7300000000000004,3.130481828808945
LiCl-NaCl,li1280,0.6,Na-Cl,2.75,3.0780632219105817
LiCl-NaCl,li1280,0.6,Na-Cl,2.7700000000000005,3.009610084065871
LiCl-NaCl,li1280,0.6,Na-Cl,2.79,2.9733740590551334
LiCl-NaCl,li1280,0.6,Na-Cl,2.81,2.874619028499485
LiCl-NaCl,li1280,0.6,Na-Cl,2.83,2.8089003313678824
LiCl-NaCl,li1280,0.6,Na-Cl,2.8499999999999996,2.698085176589127
LiCl-NaCl,li1280,0.6,Na-Cl,2.87,2.646135095779011
LiCl-NaCl,li1280,0.6,Na-Cl,2.8899999999999997,2.5601358881623146
LiCl-NaCl,li1280,0.6,Na-Cl,2.91,2.460446205597828
LiCl-NaCl,li1280,0.6,Na-Cl,2.9299999999999997,2.3895419668650026
LiCl-NaCl,li1280,0.6,Na-Cl,2.95,2.286768482721814
LiCl-NaCl,li1280,0.6,Na-Cl,2.9699999999999998,2.1985989422731813
LiCl-NaCl,li1280,0.6,Na-Cl,2.99,2.1344341064112706
LiCl-NaCl,li1280,0.6,Na-Cl,3.01,2.0451883656534067
LiCl-NaCl,li1280,0.6,Na-Cl,3.0300000000000002,1.9727531119938948
LiCl-NaCl,li1280,0.6,Na-Cl,3.05,1.9133961588979453
LiCl-NaCl,li1280,0.6,Na-Cl,3.0700000000000003,1.8315480915515971
LiCl-NaCl,li1280,0.6,Na-Cl,3.09,1.7671823512358236
LiCl-NaCl,li1280,0.6,Na-Cl,3.1100000000000003,1.7055213382207253
LiCl-NaCl,li1280,0.6,Na-Cl,3.13,1.6506805670775533
LiCl-NaCl,li1280,0.6,Na-Cl,3.1500000000000004,1.5795794745604712
LiCl-NaCl,li1280,0.6,Na-Cl,3.17,1.5297004326341934
LiCl-NaCl,li1280,0.6,Na-Cl,3.1900000000000004,1.4726874660253402
LiCl-NaCl,li1280,0.6,Na-Cl,3.21,1.4263968019705082
LiCl-NaCl,li1280,0.6,Na-Cl,3.2300000000000004,1.371827914696567
LiCl-NaCl,li1280,0.6,Na-Cl,3.25,1.341204805484593
LiCl-NaCl,li1280,0.6,Na-Cl,3.2700000000000005,1.2871410345017844
LiCl-NaCl,li1280,0.6,Na-Cl,3.29,1.2389505996953063
LiCl-NaCl,li1280,0.6,Na-Cl,3.3100000000000005,1.2000176639456008
LiCl-NaCl,li1280,0.6,Na-Cl,3.33,1.1705352095663022
LiCl-NaCl,li1280,0.6,Na-Cl,3.3499999999999996,1.13030104396972
LiCl-NaCl,li1280,0.6,Na-Cl,3.37,1.0935355164679117
LiCl-NaCl,li1280,0.6,Na-Cl,3.3899999999999997,1.0666073475346292
LiCl-NaCl,li1280,0.6,Na-Cl,3.41,1.027890795234959
LiCl-NaCl,li1280,0.6,Na-Cl,3.4299999999999997,0.9953634040674892
LiCl-NaCl,li1280,0.6,Na-Cl,3.45,0.9614792518519847
LiCl-NaCl,li1280,0.6,Na-Cl,3.4699999999999998,0.9494395068276676
LiCl-NaCl,li1280,0.6,Na-Cl,3.49,0.9231900117676863
LiCl-NaCl,li1280,0.6,Na-Cl,3.51,0.8963935375325763
LiCl-NaCl,li1280,0.6,Na-Cl,3.5300000000000002,0.8694175057762669
LiCl-NaCl,li1280,0.6,Na-Cl,3.55,0.8517731023885209
LiCl-NaCl,li1280,0.6,Na-Cl,3.5700000000000003,0.8329743524454851
LiCl-NaCl,li1280,0.6,Na-Cl,3.59,0.8072270645770793
LiCl-NaCl,li1280,0.6,Na-Cl,3.6100000000000003,0.7932666157046637
LiCl-NaCl,li1280,0.6,Na-Cl,3.63,0.7742171993726729
LiCl-NaCl,li1280,0.6,Na-Cl,3.6500000000000004,0.7524635678893599
LiCl-NaCl,li1280,0.6,Na-Cl,3.67,0.7359966061668488
LiCl-NaCl,li1280,0.6,Na-Cl,3.6900000000000004,0.7238096127064226
LiCl-NaCl,li1280,0.6,Na-Cl,3.71,0.7049075013659939
LiCl-NaCl,li1280,0.6,Na-Cl,3.7300000000000004,0.7003794425908884
LiCl-NaCl,li1280,0.6,Na-Cl,3.75,0.6857351684085515
LiCl-NaCl,li1280,0.6,Na-Cl,3.7700000000000005,0.6727178896059075
LiCl-NaCl,li1280,0.6,Na-Cl,3.79,0.6656698553799815
LiCl-NaCl,li1280,0.6,Na-Cl,3.8100000000000005,0.6518620129994993
LiCl-NaCl,li1280,0.6,Na-Cl,3.83,0.6424594301962204
LiCl-NaCl,li1280,0.6,Na-Cl,3.8499999999999996,0.6350953258216407
LiCl-NaCl,li1280,0.6,Na-Cl,3.87,0.6285162246356291
LiCl-NaCl,li1280,0.6,Na-Cl,3.8899999999999997,0.6173511134954913
LiCl-NaCl,li1280,0.6,Na-Cl,3.91,0.6178241773485769
LiCl-NaCl,li1280,0.6,Na-Cl,3.9299999999999997,0.6069594479108981
LiCl-NaCl,li1280,0.6,Na-Cl,3.95,0.608471484360208
LiCl-NaCl,li1280,0.6,Na-Cl,3.9699999999999998,0.5976142335401546
LiCl-NaCl,li1280,0.6,Na-Cl,3.99,0.5892908454866187
LiCl-NaCl,li1280,0.6,Na-Cl,4.01,0.5920421631929286
LiCl-NaCl,li1280,0.6,Na-Cl,4.03,0.5834691199883896
LiCl-NaCl,li1280,0.6,Na-Cl,4.050000000000001,0.587951112789965
LiCl-NaCl,li1280,0.6,Na-Cl,4.07,0.5859228607810177
LiCl-NaCl,li1280,0.6,Na-Cl,4.09,0.5809891681430018
LiCl-NaCl,li1280,0.6,Na-Cl,4.109999999999999,0.5777298573397937
LiCl-NaCl,li1280,0.6,Na-Cl,4.13,0.5720223795911005
LiCl-NaCl,li1280,0.6,Na-Cl,4.15,0.5743030423309499
LiCl-NaCl,li1280,0.6,Na-Cl,4.17,0.567753380905076
LiCl-NaCl,li1280,0.6,Na-Cl,4.1899999999999995,0.5788866399238232
LiCl-NaCl,li1280,0.6,Na-Cl,4.21,0.5756154205868016
LiCl-NaCl,li1280,0.6,Na-Cl,4.23,0.5779803928444349
LiCl-NaCl,li1280,0.6,Na-Cl,4.25,0.5747935783552466
LiCl-NaCl,li1280,0.6,Na-Cl,4.27,0.577437142558169
LiCl-NaCl,li1280,0.6,Na-Cl,4.29,0.5837959099974804
LiCl-NaCl,li1280,0.6,Na-Cl,4.3100000000000005,0.582195968506975
LiCl-NaCl,li1280,0.6,Na-Cl,4.33,0.583165031805805
LiCl-NaCl,li1280,0.6,Na-Cl,4.35,0.5828967243609312
LiCl-NaCl,li1280,0.6,Na-Cl,4.37,0.5915703756899887
LiCl-NaCl,li1280,0.6,Na-Cl,4.390000000000001,0.5904781291463005
LiCl-NaCl,li1280,0.6,Na-Cl,4.41,0.5994782832558817
LiCl-NaCl,li1280,0.6,Na-Cl,4.43,0.595399619920558
LiCl-NaCl,li1280,0.6,Na-Cl,4.45,0.5994110859704674
LiCl-NaCl,li1280,0.6,Na-Cl,4.470000000000001,0.606769762682199
LiCl-NaCl,li1280,0.6,Na-Cl,4.49,0.6130765387381594
LiCl-NaCl,li1280,0.6,Na-Cl,4.51,0.6176095425651429
LiCl-NaCl,li1280,0.6,Na-Cl,4.53,0.6239177955723479
LiCl-NaCl,li1280,0.6,Na-Cl,4.550000000000001,0.6221354628295724
LiCl-NaCl,li1280,0.6,Na-Cl,4.57,0.6309137717963667
LiCl-NaCl,li1280,0.6,Na-Cl,4.59,0.6358666449872928
LiCl-NaCl,li1280,0.6,Na-Cl,4.61,0.6402172114716987
LiCl-NaCl,li1280,0.6,Na-Cl,4.63,0.6506313722777612
LiCl-NaCl,li1280,0.6,Na-Cl,4.65,0.6528512576991955
LiCl-NaCl,li1280,0.6,Na-Cl,4.67,0.6581852783238185
LiCl-NaCl,li1280,0.6,Na-Cl,4.6899999999999995,0.6709794830375703
LiCl-NaCl,li1280,0.6,Na-Cl,4.71,0.6759367407305104
LiCl-NaCl,li1280,0.6,Na-Cl,4.73,0.6840843621983403
LiCl-NaCl,li1280,0.6,Na-Cl,4.75,0.6911638361441447
LiCl-NaCl,li1280,0.6,Na-Cl,4.77,0.6936024990474393
LiCl-NaCl,li1280,0.6,Na-Cl,4.79,0.703134428729306
LiCl-NaCl,li1280,0.6,Na-Cl,4.8100000000000005,0.7126899264156673
LiCl-NaCl,li1280,0.6,Na-Cl,4.83,0.7237774436838368
LiCl-NaCl,li1280,0.6,Na-Cl,4.85,0.7292547517787872
LiCl-NaCl,li1280,0.6,Na-Cl,4.87,0.7352400803887394
LiCl-NaCl,li1280,0.6,Na-Cl,4.890000000000001,0.7467571498123206
LiCl-NaCl,li1280,0.6,Na-Cl,4.91,0.7590992228886134
LiCl-NaCl,li1280,0.6,Na-Cl,4.93,0.7620798784576438
LiCl-NaCl,li1280,0.6,Na-Cl,4.95,0.7739538161035397
LiCl-NaCl,li1280,0.6,Na-Cl,4.970000000000001,0.7842343640339888
LiCl-NaCl,li1280,0.6,Na-Cl,4.99,0.7934461287472305
LiCl-NaCl,li1280,0.6,Na-Cl,5.01,0.8097120287729189
LiCl-NaCl,li1280,0.6,Na-Cl,5.03,0.8207556689201121
LiCl-NaCl,li1280,0.6,Na-Cl,5.050000000000001,0.827035361794279
LiCl-NaCl,li1280,0.6,Na-Cl,5.07,0.8448301006585993
LiCl-NaCl,li1280,0.6,Na-Cl,5.09,0.8483833300888154
LiCl-NaCl,li1280,0.6,Na-Cl,5.11,0.8574975481965398
LiCl-NaCl,li1280,0.6,Na-Cl,5.13,0.8706316772458399
LiCl-NaCl,li1280,0.6,Na-Cl,5.15,0.8832760584189775
LiCl-NaCl,li1280,0.6,Na-Cl,5.17,0.8975691494840088
LiCl-NaCl,li1280,0.6,Na-Cl,5.1899999999999995,0.9047590013225515
LiCl-NaCl,li1280,0.6,Na-Cl,5.21,0.9131801397433436
LiCl-NaCl,li1280,0.6,Na-Cl,5.23,0.9268848983074964
LiCl-NaCl,li1280,0.6,Na-Cl,5.25,0.9408814910167722
LiCl-NaCl,li1280,0.6,Na-Cl,5.27,0.9534052012908592
LiCl-NaCl,li1280,0.6,Na-Cl,5.29,0.9658745834328568
LiCl-NaCl,li1280,0.6,Na-Cl,5.3100000000000005,0.9707261138996641
LiCl-NaCl,li1280,0.6,Na-Cl,5.33,0.9911872216852644
LiCl-NaCl,li1280,0.6,Na-Cl,5.35,1.0003471995493083
LiCl-NaCl,li1280,0.6,Na-Cl,5.37,1.0063472613285744
LiCl-NaCl,li1280,0.6,Na-Cl,5.390000000000001,1.0181297643302436
LiCl-NaCl,li1280,0.6,Na-Cl,5.41,1.0360378730041753
LiCl-NaCl,li1280,0.6,Na-Cl,5.43,1.0449042797205232
LiCl-NaCl,li1280,0.6,Na-Cl,5.45,1.0523066740485225
LiCl-NaCl,li1280,0.6,Na-Cl,5.470000000000001,1.068792902276555
LiCl-NaCl,li1280,0.6,Na-Cl,5.49,1.0734184031148766
LiCl-NaCl,li1280,0.6,Na-Cl,5.51,1.0848321477060545
LiCl-NaCl,li1280,0.6,Na-Cl,5.53,1.0966133909383313
LiCl-NaCl,li1280,0.6,Na-Cl,5.550000000000001,1.1083360370818638
LiCl-NaCl,li1280,0.6,Na-Cl,5.57,1.115075062940867
LiCl-NaCl,li1280,0.6,Na-Cl,5.59,1.123190014912589
LiCl-NaCl,li1280,0.6,Na-Cl,5.61,1.1340425746496376
LiCl-NaCl,li1280,0.6,Na-Cl,5.63,1.1473410936672417
LiCl-NaCl,li1280,0.6,Na-Cl,5.65,1.1583205804352372
LiCl-NaCl,li1280,0.6,Na-Cl,5.67,1.1608395497825645
LiCl-NaCl,li1280,0.6,Na-Cl,5.6899999999999995,1.1756234044648841
LiCl-NaCl,li1280,0.6,Na-Cl,5.71,1.1793237263697849
LiCl-NaCl,li1280,0.6,Na-Cl,5.73,1.1873080011847585
LiCl-NaCl,li1280,0.6,Na-Cl,5.75,1.1903582416886096
LiCl-NaCl,li1280,0.6,Na-Cl,5.77,1.1997006010063638
LiCl-NaCl,li1280,0.6,Na-Cl,5.79,1.2067272998935796
LiCl-NaCl,li1280,0.6,Na-Cl,5.8100000000000005,1.2126770699458485
LiCl-NaCl,li1280,0.6,Na-Cl,5.83,1.2210659858925075
LiCl-NaCl,li1280,0.6,Na-Cl,5.85,1.2236158116797426
LiCl-NaCl,li1280,0.6,Na-Cl,5.87,1.2301160139451257
LiCl-NaCl,li1280,0.6,Na-Cl,5.890000000000001,1.2323421297540151
LiCl-NaCl,li1280,0.6,Na-Cl,5.91,1.2349393071712949
LiCl-NaCl,li1280,0.6,Na-Cl,5.93,1.2376359189206394
LiCl-NaCl,li1280,0.6,Na-Cl,5.95,1.2434888745579635
LiCl-NaCl,li1280,0.6,Na-Cl,5.970000000000001,1.2453690154214243
LiCl-NaCl,li1280,0.6,Na-Cl,5.99,1.2474219108227511
LiCl-NaCl,li1280,0.6,Na-Cl,6.01,1.2459998891775126
LiCl-NaCl,li1280,0.6,Na-Cl,6.03,1.2534653495412367
LiCl-NaCl,li1280,0.6,Na-Cl,6.050000000000001,1.2558693602882116
LiCl-NaCl,li1280,0.6,Na-Cl,6.07,1.2566511869588597
LiCl-NaCl,li1280,0.6,Na-Cl,6.09,1.2537568309007145
LiCl-NaCl,li1280,0.6,Na-Cl,6.11,1.2563055290335812
LiCl-NaCl,li1280,0.6,Na-Cl,6.130000000000001,1.2529034975924969
LiCl-NaCl,li1280,0.6,Na-Cl,6.15,1.2512182110876737
LiCl-NaCl,li1280,0.6,Na-Cl,6.17,1.2503849850340778
LiCl-NaCl,li1280,0.6,Na-Cl,6.1899999999999995,1.2482132248397646
LiCl-NaCl,li1280,0.6,Na-Cl,6.21,1.2458644681255817
LiCl-NaCl,li1280,0.6,Na-Cl,6.23,1.2417355348380794
LiCl-NaCl,li1280,0.6,Na-Cl,6.25,1.2401869558670235
LiCl-NaCl,li1280,0.6,Na-Cl,6.27,1.2411151866698158
LiCl-NaCl,li1280,0.6,Na-Cl,6.29,1.2348414087009967
LiCl-NaCl,li1280,0.6,Na-Cl,6.3100000000000005,1.2325914992720914
LiCl-NaCl,li1280,0.6,Na-Cl,6.33,1.2281296001424074
LiCl-NaCl,li1280,0.6,Na-Cl,6.35,1.2225601067279042
LiCl-NaCl,li1280,0.6,Na-Cl,6.37,1.2192594177941143
LiCl-NaCl,li1280,0.6,Na-Cl,6.390000000000001,1.2142272589840983
LiCl-NaCl,li1280,0.6,Na-Cl,6.41,1.210543269301151
LiCl-NaCl,li1280,0.6,Na-Cl,6.43,1.1983670175176269
LiCl-NaCl,li1280,0.6,Na-Cl,6.45,1.1973489521860474
LiCl-NaCl,li1280,0.6,Na-Cl,6.470000000000001,1.1889742568473933
LiCl-NaCl,li1280,0.6,Na-Cl,6.49,1.188303088592087
LiCl-NaCl,li1280,0.6,Na-Cl,6.51,1.1792886955073958
LiCl-NaCl,li1280,0.6,Na-Cl,6.53,1.173242576678969
LiCl-NaCl,li1280,0.6,Na-Cl,6.550000000000001,1.1655949139068547
LiCl-NaCl,li1280,0.6,Na-Cl,6.57,1.1585533661564278
LiCl-NaCl,li1280,0.6,Na-Cl,6.59,1.1514112746316443
LiCl-NaCl,li1280,0.6,Na-Cl,6.61,1.1447864365392157
LiCl-NaCl,li1280,0.6,Na-Cl,6.630000000000001,1.1390922532227405
LiCl-NaCl,li1280,0.6,Na-Cl,6.65,1.131497351131305
LiCl-NaCl,li1280,0.6,Na-Cl,6.67,1.1242778789036902
LiCl-NaCl,li1280,0.6,Na-Cl,6.6899999999999995,1.1202248777076889
LiCl-NaCl,li1280,0.6,Na-Cl,6.71,1.1072659388932775
LiCl-NaCl,li1280,0.6,Na-Cl,6.73,1.1077470469509787
LiCl-NaCl,li1280,0.6,Na-Cl,6.75,1.0974310366853652
LiCl-NaCl,li1280,0.6,Na-Cl,6.77,1.084615607354684
LiCl-NaCl,li1280,0.6,Na-Cl,6.79,1.0858866221436276
LiCl-NaCl,li1280,0.6,Na-Cl,6.8100000000000005,1.0689501964490713
LiCl-NaCl,li1280,0.6,Na-Cl,6.83,1.0638981038349724
LiCl-NaCl,li1280,0.6,Na-Cl,6.85,1.0611744599749047
LiCl-NaCl,li1280,0.6,Na-Cl,6.87,1.049956674626739
LiCl-NaCl,li1280,0.6,Na-Cl,6.890000000000001,1.0427067603631717
LiCl-NaCl,li1280,0.6,Na-Cl,6.91,1.0357723144754352
LiCl-NaCl,li1280,0.6,Na-Cl,6.93,1.0322954262130521
LiCl-NaCl,li1280,0.6,Na-Cl,6.95,1.0249386026748037
LiCl-NaCl,li1280,0.6,Na-Cl,6.970000000000001,1.0197117750427886
LiCl-NaCl,li1280,0.6,Na-Cl,6.99,1.0113176007366345
LiCl-NaCl,li1280,0.6,Na-Cl,7.01,1.0029298296806328
LiCl-NaCl,li1280,0.6,Na-Cl,7.03,0.9984209798915515
LiCl-NaCl,li1280,0.6,Na-Cl,7.050000000000001,0.992845630383438
LiCl-NaCl,li1280,0.6,Na-Cl,7.07,0.9874506312671857
LiCl-NaCl,li1280,0.6,Na-Cl,7.09,0.9838004932243307
LiCl-NaCl,li1280,0.6,Na-Cl,7.11,0.9757027403495575
LiCl-NaCl,li1280,0.6,Na-Cl,7.130000000000001,0.969759064371227
LiCl-NaCl,li1280,0.6,Na-Cl,7.15,0.9668556094600161
LiCl-NaCl,li1280,0.6,Na-Cl,7.17,0.962524869732589
LiCl-NaCl,li1280,0.6,Na-Cl,7.1899999999999995,0.9535309747133258
LiCl-NaCl,li1280,0.6,Na-Cl,7.21,0.9503682153959055
LiCl-NaCl,li1280,0.6,Na-Cl,7.23,0.9437424419322146
LiCl-NaCl,li1280,0.6,Na-Cl,7.25,0.939131455834161
LiCl-NaCl,li1280,0.6,Na-Cl,7.27,0.938434329207718
LiCl-NaCl,li1280,0.6,Na-Cl,7.29,0.9274519096972252
LiCl-NaCl,li1280,0.6,Na-Cl,7.3100000000000005,0.925862690430309
LiCl-NaCl,li1280,0.6,Na-Cl,7.33,0.9190096775569108
LiCl-NaCl,li1280,0.6,Na-Cl,7.35,0.9185487983145517
LiCl-NaCl,li1280,0.6,Na-Cl,7.37,0.9121942552968187
LiCl-NaCl,li1280,0.6,Na-Cl,7.390000000000001,0.9081700319305727
LiCl-NaCl,li1280,0.6,Na-Cl,7.41,0.9050602236028439
LiCl-NaCl,li1280,0.6,Na-Cl,7.43,0.9002417476119408
LiCl-NaCl,li1280,0.6,Na-Cl,7.45,0.899205730409548
LiCl-NaCl,li1280,0.6,Na-Cl,7.470000000000001,0.895685346353547
LiCl-NaCl,li1280,0.6,Na-Cl,7.49,0.8933819125409068
LiCl-NaCl,li1280,0.6,Na-Cl,7.51,0.8941499355383504
